transaction_id,sender_account_id,receiver_account_id,timestamp,amount,currency,transaction_type,channel,beneficiary_id,device_id,geo_event_id,is_international,balance_after
TXN000031,ACC000004,ACC000064,2025-07-03 12:39:19,6037.0,INR,transfer,branch,,DEV000006,GEO000015,False,377741.25
TXN000032,ACC000004,ACC000199,2025-02-06 11:18:20,5535.75,INR,upi_p2p,IMPS,,DEV000007,GEO000014,False,494906.77
TXN000033,ACC000005,ACC000170,2025-07-08 22:26:46,11836.63,INR,cash_deposit,mobile_app,,DEV000008,GEO000017,False,445794.84
TXN000034,ACC000005,ACC000199,2025-09-15 20:20:29,39531.9,INR,merchant_payment,RTGS,,DEV000008,GEO000017,False,364379.56
TXN000035,ACC000005,ACC000006,2025-02-27 10:31:53,45116.73,INR,bill_payment,UPI,BENE000017,DEV000008,GEO000017,False,370765.2
TXN000036,ACC000005,ACC000111,2025-05-20 14:02:11,9668.94,INR,transfer,ATM,BENE000016,DEV000008,GEO000018,False,438694.87
TXN000037,ACC000005,ACC000174,2025-07-31 14:59:20,41471.75,INR,cash_deposit,UPI,BENE000016,DEV000008,GEO000018,False,196122.09
TXN000038,ACC000005,ACC000107,2025-04-18 06:48:35,14397.08,INR,transfer,IMPS,,DEV000008,GEO000017,False,283764.55
TXN000039,ACC000005,ACC000203,2025-11-04 17:08:55,16126.23,INR,transfer,mobile_app,BENE000017,DEV000008,GEO000018,False,75963.65
TXN000040,ACC000006,ACC000160,2025-08-05 18:14:59,39926.36,INR,cash_withdrawal,RTGS,,DEV000010,GEO000019,False,8780.61
TXN000041,ACC000006,ACC000011,2025-03-26 09:37:07,17124.43,INR,merchant_payment,net_banking,BENE000018,DEV000009,GEO000020,False,176775.5
TXN000042,ACC000006,ACC000214,2025-01-01 05:58:52,3184.14,INR,bill_payment,IMPS,,DEV000010,GEO000021,False,384673.8
TXN000043,ACC000006,ACC000040,2025-02-03 09:36:37,42849.19,INR,bill_payment,ATM,,DEV000010,GEO000021,False,146110.21
TXN000044,ACC000006,ACC000009,2025-07-03 18:20:11,55989.5,INR,bill_payment,NEFT,,DEV000010,GEO000020,False,49971.21
TXN000045,ACC000006,ACC000067,2025-12-24 08:49:51,18260.95,INR,cash_withdrawal,UPI,,DEV000011,GEO000020,False,161917.47
TXN000046,ACC000006,ACC000149,2025-02-24 01:13:03,41062.61,INR,bill_payment,branch,,DEV000009,GEO000020,False,151230.07
TXN000047,ACC000007,ACC000077,2025-08-09 01:42:05,55641.7,INR,cash_deposit,UPI,BENE000022,DEV000012,GEO000025,False,347372.56
TXN000048,ACC000007,ACC000129,2025-12-30 01:42:41,41172.76,INR,cash_withdrawal,RTGS,BENE000022,DEV000012,GEO000025,False,231180.71
TXN000049,ACC000007,ACC000144,2025-01-11 06:16:19,57458.01,INR,cash_deposit,net_banking,,DEV000012,GEO000026,False,393529.41
TXN000050,ACC000007,ACC000149,2025-07-18 22:06:48,22512.05,INR,merchant_payment,branch,BENE000019,DEV000012,GEO000025,False,231941.1
TXN000051,ACC000008,ACC000215,2025-01-22 02:32:37,5262.61,INR,cash_withdrawal,net_banking,BENE000025,DEV000014,GEO000031,False,283156.26
TXN000052,ACC000008,ACC000177,2025-05-09 16:00:38,51885.98,INR,transfer,mobile_app,BENE000026,DEV000013,GEO000031,False,69064.97
TXN000053,ACC000008,ACC000173,2025-09-06 10:08:20,51164.89,INR,cash_withdrawal,branch,,DEV000013,GEO000030,False,101149.24
TXN000054,ACC000008,ACC000018,2025-01-01 00:19:58,9350.72,INR,transfer,net_banking,BENE000023,DEV000013,GEO000028,False,416530.5
TXN000055,ACC000008,ACC000114,2025-06-01 17:43:02,3528.06,INR,transfer,branch,,DEV000014,GEO000030,False,410315.21
TXN000056,ACC000008,ACC000216,2025-11-26 05:24:01,32893.81,INR,merchant_payment,RTGS,BENE000023,DEV000013,GEO000030,False,93219.12
TXN000057,ACC000008,ACC000210,2025-10-17 04:09:39,39516.43,INR,bill_payment,ATM,BENE000023,DEV000014,GEO000030,False,479586.62
TXN000058,ACC000008,ACC000127,2025-05-23 15:51:05,40128.44,INR,cash_deposit,NEFT,BENE000026,DEV000013,GEO000030,False,74935.1
TXN000059,ACC000008,ACC000073,2025-06-27 12:18:56,7383.56,INR,cash_deposit,mobile_app,,DEV000014,GEO000027,False,446717.27
TXN000060,ACC000008,ACC000159,2025-06-22 14:50:53,2749.38,INR,cash_withdrawal,UPI,BENE000024,DEV000014,GEO000030,False,179516.08
TXN000061,ACC000009,ACC000090,2025-12-17 12:22:50,29972.95,INR,cash_deposit,net_banking,BENE000027,DEV000015,GEO000033,False,230281.39
TXN000062,ACC000009,ACC000220,2025-11-02 12:32:46,6103.76,INR,upi_p2p,branch,,DEV000015,GEO000032,False,322921.87
TXN000063,ACC000009,ACC000097,2025-07-03 05:03:00,25741.02,INR,bill_payment,branch,,DEV000015,GEO000034,False,290781.63
TXN000064,ACC000009,ACC000150,2025-08-28 19:17:03,35186.27,INR,transfer,mobile_app,BENE000027,DEV000015,GEO000033,False,250217.52
TXN000065,ACC000009,ACC000174,2025-07-05 00:29:27,13844.8,INR,bill_payment,ATM,,DEV000015,GEO000033,False,192657.65
TXN000066,ACC000009,ACC000108,2025-12-25 05:09:56,2913.7,INR,merchant_payment,branch,,DEV000015,GEO000032,False,37367.97
TXN000067,ACC000010,ACC000156,2025-09-03 04:05:13,35287.76,INR,bill_payment,IMPS,BENE000029,DEV000016,GEO000039,False,98663.26
TXN000068,ACC000010,ACC000126,2025-06-19 21:56:02,28533.38,INR,bill_payment,ATM,,DEV000016,GEO000039,False,404527.44
TXN000069,ACC000010,ACC000050,2025-02-03 09:44:55,24495.66,INR,upi_p2p,net_banking,,DEV000016,GEO000036,False,446752.21
TXN000070,ACC000010,ACC000093,2025-10-28 17:47:51,17230.0,INR,merchant_payment,net_banking,,DEV000016,GEO000037,False,478914.06
TXN000071,ACC000010,ACC000187,2025-09-07 10:02:22,22243.79,INR,bill_payment,ATM,BENE000029,DEV000016,GEO000040,False,400996.35
TXN000072,ACC000010,ACC000113,2025-06-16 00:41:53,26305.51,INR,transfer,net_banking,BENE000028,DEV000016,GEO000040,False,249857.41
TXN000073,ACC000010,ACC000014,2025-08-22 14:17:21,22760.64,INR,transfer,ATM,BENE000030,DEV000016,GEO000038,False,34908.46
TXN000074,ACC000010,ACC000041,2025-04-22 20:59:51,3321.0,INR,merchant_payment,ATM,,DEV000016,GEO000039,False,273424.87
TXN000075,ACC000011,ACC000150,2025-07-02 21:50:22,56228.23,INR,cash_withdrawal,mobile_app,BENE000032,DEV000017,GEO000042,False,167936.08
TXN000076,ACC000011,ACC000196,2025-01-24 01:34:23,8529.46,INR,merchant_payment,IMPS,BENE000032,DEV000017,GEO000041,False,173576.94
TXN000077,ACC000011,ACC000019,2025-06-11 15:38:22,35969.23,INR,merchant_payment,net_banking,BENE000032,DEV000017,GEO000041,False,52926.55
TXN000078,ACC000011,ACC000128,2025-07-17 03:12:52,13669.65,INR,cash_withdrawal,NEFT,,DEV000017,GEO000042,False,438348.45
TXN000079,ACC000012,ACC000006,2025-12-28 15:50:48,871.95,INR,bill_payment,NEFT,BENE000033,DEV000018,GEO000045,False,383075.08
TXN000080,ACC000012,ACC000179,2025-02-18 15:17:49,5416.17,INR,cash_deposit,UPI,BENE000033,DEV000018,GEO000044,False,176542.76
TXN000081,ACC000012,ACC000088,2025-06-19 12:42:22,11344.04,INR,bill_payment,ATM,BENE000033,DEV000018,GEO000045,False,373990.37
TXN000082,ACC000012,ACC000207,2025-11-05 00:58:52,6708.92,INR,transfer,mobile_app,BENE000033,DEV000018,GEO000043,False,219839.39
TXN000083,ACC000012,ACC000073,2025-01-17 23:29:40,4013.04,INR,merchant_payment,ATM,,DEV000018,GEO000043,False,239871.98
TXN000084,ACC000012,ACC000032,2025-09-12 23:51:54,1132.29,INR,cash_withdrawal,ATM,,DEV000018,GEO000045,False,179122.2
TXN000085,ACC000013,ACC000114,2025-10-04 22:53:21,18302.59,INR,cash_withdrawal,branch,BENE000036,DEV000019,GEO000047,False,252219.26
TXN000086,ACC000013,ACC000014,2025-05-15 14:52:35,54045.44,INR,upi_p2p,RTGS,BENE000034,DEV000019,GEO000046,False,420871.25
TXN000087,ACC000013,ACC000134,2025-03-31 12:45:02,18435.36,INR,merchant_payment,ATM,,DEV000019,GEO000047,False,394182.09
TXN000088,ACC000013,ACC000010,2025-04-02 07:20:22,41960.85,INR,upi_p2p,RTGS,BENE000034,DEV000019,GEO000046,False,135878.99
TXN000089,ACC000013,ACC000151,2025-05-30 04:47:09,18164.69,INR,transfer,mobile_app,BENE000035,DEV000019,GEO000047,False,192946.96
TXN000090,ACC000013,ACC000012,2025-03-29 04:00:40,12502.66,INR,bill_payment,NEFT,BENE000035,DEV000019,GEO000047,False,468674.72
TXN000091,ACC000014,ACC000213,2025-12-19 10:02:35,15899.46,INR,merchant_payment,ATM,,DEV000020,GEO000050,False,311143.73
TXN000092,ACC000014,ACC000110,2025-10-31 22:28:43,43807.72,INR,upi_p2p,mobile_app,,DEV000020,GEO000051,False,466303.88
TXN000093,ACC000014,ACC000074,2025-11-30 09:55:52,59455.29,INR,merchant_payment,RTGS,BENE000037,DEV000021,GEO000050,False,234198.9
TXN000094,ACC000014,ACC000061,2025-02-21 05:08:33,54481.21,INR,cash_withdrawal,branch,,DEV000020,GEO000049,False,148616.63
TXN000095,ACC000014,ACC000147,2025-06-03 05:56:59,2508.65,INR,cash_withdrawal,IMPS,,DEV000021,GEO000050,False,405319.49
TXN000096,ACC000014,ACC000156,2025-01-05 19:00:32,7633.52,INR,merchant_payment,IMPS,BENE000037,DEV000021,GEO000049,False,220514.73
TXN000097,ACC000014,ACC000120,2025-01-15 08:54:00,57959.95,INR,cash_deposit,ATM,,DEV000021,GEO000048,False,40693.9
TXN000098,ACC000014,ACC000157,2025-08-03 03:52:00,18978.79,INR,transfer,RTGS,,DEV000020,GEO000050,False,138796.03
TXN000099,ACC000015,ACC000033,2025-03-30 07:41:52,37894.22,INR,bill_payment,mobile_app,,DEV000022,GEO000052,False,92943.49
TXN000100,ACC000015,ACC000130,2025-12-01 05:05:46,26530.47,INR,cash_withdrawal,mobile_app,,DEV000022,GEO000052,False,495993.6
TXN000101,ACC000015,ACC000066,2025-01-07 06:13:56,40767.59,INR,cash_withdrawal,mobile_app,BENE000040,DEV000022,GEO000053,False,222462.53
TXN000102,ACC000015,ACC000131,2025-01-31 01:53:18,14371.33,INR,cash_withdrawal,IMPS,,DEV000023,GEO000052,False,438050.72
TXN000103,ACC000015,ACC000037,2025-01-10 14:10:13,19727.12,INR,cash_withdrawal,IMPS,BENE000039,DEV000023,GEO000053,False,311336.27
TXN000104,ACC000015,ACC000042,2025-05-24 00:49:21,2867.71,INR,bill_payment,mobile_app,,DEV000022,GEO000052,False,255887.28
TXN000105,ACC000015,ACC000200,2025-10-16 04:20:45,30589.3,INR,merchant_payment,IMPS,,DEV000022,GEO000053,False,17267.16
TXN000106,ACC000015,ACC000186,2025-02-28 06:47:50,22989.16,INR,upi_p2p,net_banking,,DEV000022,GEO000052,False,498908.67
TXN000107,ACC000015,ACC000162,2025-08-01 21:54:07,44090.28,INR,merchant_payment,net_banking,,DEV000022,GEO000053,False,260647.66
TXN000108,ACC000015,ACC000082,2025-04-15 12:57:53,11862.41,INR,merchant_payment,branch,BENE000039,DEV000022,GEO000053,False,116214.46
TXN000109,ACC000016,ACC000192,2025-02-14 19:45:49,35166.19,INR,cash_deposit,NEFT,BENE000043,DEV000025,GEO000054,False,39145.44
TXN000110,ACC000016,ACC000093,2025-09-11 17:28:34,24626.05,INR,bill_payment,RTGS,,DEV000025,GEO000054,False,413565.17
TXN000111,ACC000016,ACC000033,2025-12-26 12:18:26,27323.23,INR,cash_deposit,UPI,BENE000041,DEV000025,GEO000055,False,41671.47
TXN000112,ACC000016,ACC000108,2025-07-16 03:10:58,49805.77,INR,merchant_payment,RTGS,,DEV000024,GEO000054,False,8740.61
TXN000113,ACC000016,ACC000031,2025-06-12 13:52:24,13487.57,INR,merchant_payment,RTGS,,DEV000024,GEO000054,False,417095.42
TXN000114,ACC000016,ACC000007,2025-09-25 23:42:00,8622.06,INR,transfer,UPI,BENE000042,DEV000025,GEO000055,False,348767.42
TXN000115,ACC000016,ACC000062,2025-10-04 12:10:02,15001.9,INR,cash_withdrawal,IMPS,BENE000043,DEV000024,GEO000056,False,460441.13
TXN000116,ACC000016,ACC000115,2025-12-20 16:05:56,20828.11,INR,cash_deposit,NEFT,,DEV000025,GEO000055,False,366988.12
TXN000117,ACC000017,ACC000039,2025-12-14 19:35:21,665.47,INR,merchant_payment,IMPS,BENE000044,DEV000027,GEO000060,False,254824.93
TXN000118,ACC000017,ACC000151,2025-04-19 11:15:38,56697.13,INR,transfer,ATM,BENE000045,DEV000027,GEO000060,False,143343.34
TXN000119,ACC000017,ACC000099,2025-05-04 17:21:53,45486.55,INR,bill_payment,mobile_app,,DEV000026,GEO000060,False,287993.77
TXN000120,ACC000017,ACC000158,2025-05-03 02:06:59,6148.1,INR,cash_withdrawal,UPI,BENE000045,DEV000026,GEO000059,False,112593.05
TXN000121,ACC000018,ACC000074,2025-12-23 09:31:09,15713.86,INR,merchant_payment,net_banking,BENE000046,DEV000028,GEO000063,False,276529.56
TXN000122,ACC000018,ACC000131,2025-10-21 03:50:57,10297.37,INR,merchant_payment,mobile_app,BENE000046,DEV000028,GEO000062,False,185400.74
TXN000123,ACC000018,ACC000073,2025-08-10 19:38:42,25704.85,INR,cash_deposit,UPI,,DEV000029,GEO000063,False,358409.2
TXN000124,ACC000018,ACC000217,2025-02-16 13:55:38,26775.42,INR,cash_deposit,RTGS,,DEV000029,GEO000062,False,496545.55
TXN000125,ACC000018,ACC000188,2025-09-17 16:52:51,7164.47,INR,cash_withdrawal,net_banking,BENE000048,DEV000028,GEO000062,False,168333.24
TXN000126,ACC000019,ACC000162,2025-10-13 15:33:34,30868.08,INR,transfer,IMPS,BENE000049,DEV000030,GEO000067,False,96008.94
TXN000127,ACC000019,ACC000143,2025-09-14 18:10:55,50290.58,INR,upi_p2p,mobile_app,BENE000049,DEV000030,GEO000065,False,436185.3
TXN000128,ACC000019,ACC000057,2025-09-19 12:03:17,11901.56,INR,cash_deposit,UPI,,DEV000031,GEO000065,False,142017.24
TXN000129,ACC000019,ACC000051,2025-09-04 12:30:38,52576.66,INR,merchant_payment,ATM,BENE000049,DEV000030,GEO000067,False,355285.26
TXN000130,ACC000019,ACC000010,2025-06-12 09:31:39,41341.3,INR,merchant_payment,NEFT,BENE000049,DEV000030,GEO000066,False,439066.94
TXN000131,ACC000019,ACC000216,2025-04-01 01:24:09,52527.34,INR,upi_p2p,RTGS,,DEV000031,GEO000067,False,272163.24
TXN000132,ACC000019,ACC000076,2025-02-07 11:45:17,13292.05,INR,cash_withdrawal,NEFT,BENE000049,DEV000031,GEO000066,False,58793.77
TXN000133,ACC000019,ACC000119,2025-05-04 20:25:08,39704.65,INR,cash_withdrawal,NEFT,,DEV000030,GEO000067,False,432140.6
TXN000134,ACC000019,ACC000154,2025-06-10 00:08:43,41295.87,INR,transfer,branch,,DEV000031,GEO000065,False,391631.12
TXN000135,ACC000019,ACC000016,2025-08-07 08:37:04,46353.56,INR,cash_withdrawal,IMPS,,DEV000031,GEO000067,False,213174.44
TXN000136,ACC000020,ACC000014,2025-04-15 04:53:52,29233.22,INR,bill_payment,IMPS,BENE000051,DEV000032,GEO000070,False,286680.34
TXN000137,ACC000020,ACC000043,2025-07-28 04:00:15,12530.81,INR,upi_p2p,net_banking,,DEV000032,GEO000069,False,10940.04
TXN000138,ACC000020,ACC000185,2025-01-09 04:49:52,48184.29,INR,transfer,IMPS,,DEV000032,GEO000068,False,259805.85
TXN000139,ACC000020,ACC000093,2025-07-27 22:58:01,12066.7,INR,bill_payment,NEFT,,DEV000032,GEO000070,False,455416.24
TXN000140,ACC000020,ACC000085,2025-06-10 13:07:23,13093.78,INR,upi_p2p,ATM,,DEV000032,GEO000068,False,377805.78
TXN000141,ACC000020,ACC000135,2025-02-09 19:33:44,30189.66,INR,cash_deposit,mobile_app,BENE000051,DEV000032,GEO000070,False,316146.2
TXN000142,ACC000020,ACC000177,2025-04-07 01:05:04,2219.93,INR,upi_p2p,net_banking,BENE000052,DEV000032,GEO000071,False,431129.86
TXN000143,ACC000021,ACC000019,2025-07-15 22:22:15,43382.35,INR,upi_p2p,NEFT,,DEV000033,GEO000072,False,271307.28
TXN000144,ACC000021,ACC000039,2025-02-07 02:39:09,44205.23,INR,cash_deposit,ATM,BENE000054,DEV000033,GEO000073,False,151774.83
TXN000145,ACC000021,ACC000118,2025-03-20 16:59:25,6160.82,INR,upi_p2p,RTGS,BENE000054,DEV000033,GEO000073,False,483476.28
TXN000146,ACC000021,ACC000144,2025-04-19 04:20:52,29104.3,INR,upi_p2p,ATM,,DEV000033,GEO000072,False,364051.17
TXN000147,ACC000022,ACC000196,2025-08-01 06:30:28,42931.81,INR,cash_deposit,ATM,,DEV000034,GEO000078,False,224095.56
TXN000148,ACC000022,ACC000123,2025-08-07 16:58:08,6715.12,INR,cash_withdrawal,IMPS,BENE000055,DEV000034,GEO000075,False,104633.23
TXN000149,ACC000022,ACC000126,2025-08-19 10:58:39,15148.15,INR,bill_payment,NEFT,,DEV000034,GEO000079,False,283752.96
TXN000150,ACC000022,ACC000060,2025-01-23 21:17:41,46091.03,INR,cash_withdrawal,NEFT,,DEV000034,GEO000077,False,19218.35
TXN000151,ACC000022,ACC000177,2025-08-08 13:05:35,36004.06,INR,transfer,branch,,DEV000034,GEO000079,False,273248.78
TXN000152,ACC000022,ACC000081,2025-09-11 05:09:39,14297.21,INR,cash_deposit,RTGS,BENE000055,DEV000034,GEO000075,False,188467.34
TXN000153,ACC000022,ACC000194,2025-01-06 06:59:23,9893.17,INR,upi_p2p,net_banking,BENE000055,DEV000034,GEO000076,False,20491.91
TXN000154,ACC000022,ACC000109,2025-07-12 07:27:15,10409.18,INR,merchant_payment,RTGS,BENE000055,DEV000034,GEO000079,False,149078.76
TXN000155,ACC000023,ACC000076,2025-10-07 14:21:18,55333.82,INR,upi_p2p,branch,,DEV000036,GEO000082,False,83806.89
TXN000156,ACC000023,ACC000075,2025-07-23 05:03:18,41164.43,INR,merchant_payment,IMPS,BENE000058,DEV000036,GEO000083,False,463612.72
TXN000157,ACC000023,ACC000185,2025-11-28 00:54:29,55684.93,INR,bill_payment,RTGS,BENE000057,DEV000035,GEO000082,False,235776.22
TXN000158,ACC000023,ACC000002,2025-05-02 02:33:51,42147.58,INR,bill_payment,net_banking,BENE000059,DEV000036,GEO000082,False,234878.36
TXN000159,ACC000023,ACC000041,2025-01-26 22:21:36,21157.08,INR,merchant_payment,ATM,,DEV000036,GEO000080,False,138015.73
TXN000160,ACC000023,ACC000211,2025-12-20 23:53:44,52111.97,INR,merchant_payment,branch,,DEV000036,GEO000083,False,280995.04
TXN000161,ACC000023,ACC000165,2025-09-14 01:45:04,12314.77,INR,merchant_payment,UPI,BENE000058,DEV000035,GEO000081,False,282266.22
TXN000162,ACC000023,ACC000033,2025-11-06 11:30:06,31434.6,INR,upi_p2p,NEFT,,DEV000036,GEO000082,False,368895.5
TXN000163,ACC000023,ACC000158,2025-09-17 14:50:34,54571.94,INR,bill_payment,UPI,,DEV000035,GEO000081,False,46577.8
TXN000164,ACC000024,ACC000037,2025-03-06 00:13:07,28632.75,INR,transfer,IMPS,BENE000060,DEV000037,GEO000084,False,213277.46
TXN000165,ACC000024,ACC000121,2025-05-08 00:41:37,18292.99,INR,transfer,ATM,,DEV000038,GEO000087,False,353416.05
TXN000166,ACC000024,ACC000091,2025-05-02 01:49:51,50351.24,INR,cash_withdrawal,net_banking,,DEV000037,GEO000085,False,416968.86
TXN000167,ACC000024,ACC000183,2025-02-25 11:46:31,50424.59,INR,merchant_payment,RTGS,,DEV000038,GEO000086,False,279394.64
TXN000168,ACC000024,ACC000112,2025-09-11 05:56:20,21021.19,INR,transfer,IMPS,,DEV000038,GEO000086,False,107676.2
TXN000169,ACC000025,ACC000098,2025-05-26 07:51:05,10904.53,INR,upi_p2p,mobile_app,BENE000062,DEV000039,GEO000091,False,3801.65
TXN000170,ACC000025,ACC000080,2025-05-08 13:23:25,5827.69,INR,cash_withdrawal,branch,BENE000063,DEV000039,GEO000092,False,321195.36
TXN000171,ACC000025,ACC000102,2025-01-18 01:20:22,59745.12,INR,upi_p2p,branch,,DEV000040,GEO000088,False,411839.53
TXN000172,ACC000025,ACC000184,2025-12-27 05:37:26,28354.4,INR,merchant_payment,RTGS,BENE000061,DEV000040,GEO000089,False,20058.6
TXN000173,ACC000025,ACC000008,2025-08-27 00:49:58,53677.06,INR,bill_payment,UPI,BENE000061,DEV000039,GEO000088,False,28967.95
TXN000174,ACC000025,ACC000164,2025-10-03 23:11:13,3927.06,INR,transfer,branch,,DEV000039,GEO000092,False,166999.83
TXN000175,ACC000026,ACC000182,2025-03-07 17:11:04,54362.34,INR,merchant_payment,IMPS,BENE000065,DEV000041,GEO000094,False,33412.5
TXN000176,ACC000026,ACC000212,2025-10-23 15:45:56,30191.24,INR,upi_p2p,branch,BENE000066,DEV000041,GEO000093,False,304655.98
TXN000177,ACC000026,ACC000177,2025-07-16 07:16:58,24673.24,INR,upi_p2p,mobile_app,,DEV000041,GEO000094,False,59739.57
TXN000178,ACC000026,ACC000120,2025-08-09 15:45:31,50199.12,INR,transfer,RTGS,,DEV000041,GEO000093,False,92067.98
TXN000179,ACC000026,ACC000023,2025-03-14 02:27:58,19186.58,INR,upi_p2p,mobile_app,BENE000066,DEV000041,GEO000093,False,230714.2
TXN000180,ACC000026,ACC000186,2025-04-06 19:42:36,18605.38,INR,upi_p2p,ATM,BENE000066,DEV000041,GEO000094,False,89824.01
TXN000181,ACC000026,ACC000036,2025-08-08 10:33:14,19069.35,INR,bill_payment,ATM,BENE000066,DEV000041,GEO000093,False,130417.69
TXN000182,ACC000026,ACC000113,2025-04-13 17:44:22,5726.24,INR,cash_withdrawal,IMPS,,DEV000041,GEO000094,False,343832.9
TXN000183,ACC000027,ACC000010,2025-11-21 04:11:36,35196.33,INR,bill_payment,ATM,,DEV000043,GEO000096,False,341326.86
TXN000184,ACC000027,ACC000074,2025-03-22 13:32:44,20662.43,INR,merchant_payment,branch,,DEV000042,GEO000097,False,129848.71
TXN000185,ACC000027,ACC000120,2025-04-12 07:15:36,2080.59,INR,transfer,UPI,BENE000067,DEV000043,GEO000095,False,186769.09
TXN000186,ACC000027,ACC000097,2025-09-13 15:50:43,35385.77,INR,transfer,IMPS,BENE000067,DEV000042,GEO000097,False,80216.5
TXN000187,ACC000027,ACC000122,2025-05-10 23:44:47,20332.98,INR,transfer,UPI,BENE000067,DEV000043,GEO000096,False,376270.54
TXN000188,ACC000028,ACC000208,2025-08-28 11:14:36,16085.24,INR,merchant_payment,NEFT,,DEV000044,GEO000099,False,127034.81
TXN000189,ACC000028,ACC000096,2025-08-22 09:11:04,11958.85,INR,upi_p2p,NEFT,,DEV000044,GEO000098,False,438838.92
TXN000190,ACC000028,ACC000196,2025-12-30 00:32:34,31551.95,INR,merchant_payment,net_banking,,DEV000044,GEO000099,False,477036.99
