alert_id,account_id,transaction_id,alert_type,triggering_rule,alert_score,created_at,linked_case_id
ALRT000084,ACC000115,TXN001446,smurfing,high_velocity_fan_in,72,2025-04-30 14:06:39,CASE000019
ALRT000085,ACC000115,TXN001447,smurfing,high_velocity_fan_in,65,2025-04-30 20:13:39,CASE000019
ALRT000086,ACC000115,TXN001448,smurfing,high_velocity_fan_in,74,2025-04-30 19:22:39,CASE000019
ALRT000087,ACC000115,TXN001449,smurfing,structuring_below_threshold,66,2025-04-30 20:02:39,CASE000019
ALRT000088,ACC000095,TXN001593,account_swap,sim_swap_detected,90,2025-08-10 10:24:58,CASE000020
ALRT000089,ACC000152,TXN001562,money_mule,unrelated_sender_concentration,79,2025-03-17 04:25:20,CASE000021
ALRT000090,ACC000152,TXN001563,money_mule,unrelated_sender_concentration,74,2025-03-17 03:03:20,CASE000021
ALRT000091,ACC000152,TXN001564,money_mule,unrelated_sender_concentration,68,2025-03-17 05:33:20,CASE000021
ALRT000092,ACC000152,TXN001565,money_mule,unrelated_sender_concentration,71,2025-03-17 03:08:20,CASE000021
ALRT000093,ACC000152,TXN001566,money_mule,unrelated_sender_concentration,71,2025-03-17 07:41:02,CASE000021
ALRT000094,ACC000205,TXN001491,reverse_smurfing,rapid_dispersal,73,2025-09-16 15:11:13,CASE000022
ALRT000095,ACC000205,TXN001492,reverse_smurfing,structuring_fan_out,65,2025-09-16 17:12:13,CASE000022
ALRT000096,ACC000205,TXN001493,reverse_smurfing,structuring_fan_out,68,2025-09-16 18:18:36,CASE000022
ALRT000097,ACC000205,TXN001494,reverse_smurfing,structuring_fan_out,73,2025-09-16 19:50:40,CASE000022
ALRT000098,ACC000205,TXN001495,reverse_smurfing,rapid_dispersal,70,2025-09-16 20:23:27,CASE000022
ALRT000099,ACC000205,TXN001496,reverse_smurfing,rapid_dispersal,77,2025-09-16 23:11:41,CASE000022
ALRT000100,ACC000202,TXN001598,account_swap,untrusted_device_high_value_txn,71,2025-03-02 20:26:08,CASE000023
ALRT000101,ACC000061,TXN001539,reverse_smurfing,structuring_fan_out,74,2025-10-26 06:31:23,CASE000024
ALRT000102,ACC000061,TXN001540,reverse_smurfing,structuring_fan_out,78,2025-10-26 08:15:42,CASE000024
ALRT000103,ACC000061,TXN001541,reverse_smurfing,rapid_dispersal,82,2025-10-26 08:54:40,CASE000024
ALRT000104,ACC000061,TXN001542,reverse_smurfing,structuring_fan_out,74,2025-10-26 09:37:19,CASE000024
ALRT000105,ACC000061,TXN001543,reverse_smurfing,rapid_dispersal,78,2025-10-26 11:33:57,CASE000024
ALRT000106,ACC000061,TXN001544,reverse_smurfing,structuring_fan_out,63,2025-10-26 12:24:24,CASE000024
ALRT000107,ACC000176,TXN001597,account_swap,sim_swap_detected,93,2025-05-11 12:44:06,CASE000025
ALRT000108,ACC000055,TXN000382,behavioral_deviation,amount_above_avg,45,2025-06-22 09:22:53,CASE000026
ALRT000109,ACC000058,TXN000402,behavioral_deviation,new_channel_used,35,2025-06-14 20:45:33,CASE000027
ALRT000110,ACC000147,TXN000946,behavioral_deviation,off_hours_txn,42,2025-10-20 19:43:18,CASE000028
ALRT000111,ACC000035,TXN001433,behavioral_deviation,off_hours_txn,43,2025-05-14 16:45:25,CASE000029
ALRT000112,ACC000048,TXN001432,behavioral_deviation,amount_above_avg,29,2025-05-14 20:53:25,CASE000030
ALRT000113,ACC000107,TXN000707,behavioral_deviation,new_channel_used,43,2025-07-29 11:11:55,CASE000031
ALRT000114,ACC000179,TXN001162,behavioral_deviation,new_channel_used,24,2025-02-01 22:13:22,CASE000032
ALRT000115,ACC000116,TXN000766,behavioral_deviation,amount_above_avg,36,2025-10-01 18:38:13,CASE000033
ALRT000116,ACC000092,TXN000597,behavioral_deviation,off_hours_txn,40,2025-08-24 01:23:38,CASE000034
ALRT000117,ACC000015,TXN000107,behavioral_deviation,new_channel_used,20,2025-08-01 21:54:07,CASE000035
ALRT000118,ACC000059,TXN000417,behavioral_deviation,amount_above_avg,40,2025-02-25 04:18:30,CASE000036
ALRT000119,ACC000195,TXN001252,behavioral_deviation,off_hours_txn,24,2025-08-03 13:54:16,CASE000037
ALRT000120,ACC000028,TXN000192,behavioral_deviation,new_channel_used,34,2025-08-09 14:02:03,CASE000038
ALRT000121,ACC000175,TXN001138,behavioral_deviation,off_hours_txn,24,2025-06-03 19:29:19,
ALRT000122,ACC000136,TXN001586,behavioral_deviation,amount_above_avg,26,2025-09-20 20:40:26,
ALRT000123,ACC000142,TXN000911,behavioral_deviation,off_hours_txn,43,2025-10-01 16:10:03,
ALRT000124,ACC000047,TXN000320,behavioral_deviation,off_hours_txn,21,2025-09-19 05:10:26,
ALRT000125,ACC000179,TXN001163,behavioral_deviation,off_hours_txn,42,2025-05-06 13:39:08,
