geo_event_id,account_id,timestamp,ip_address,city,country,latitude,longitude,is_vpn_or_proxy,distance_from_last_location_km,registered_country_match
GEO000079,ACC000022,2025-07-04 19:22:42,188.184.46.242,Chennai,India,13.0827,80.2707,False,20.6,True
GEO000080,ACC000023,2025-07-22 08:22:31,218.131.155.249,Jaipur,India,26.9124,75.7873,True,23.8,True
GEO000081,ACC000023,2025-07-30 06:03:34,192.3.133.33,Jaipur,India,26.9124,75.7873,False,20.4,True
GEO000082,ACC000023,2025-08-16 07:04:05,191.157.68.8,Jaipur,India,26.9124,75.7873,False,14.0,True
GEO000083,ACC000023,2025-08-29 01:40:40,210.48.128.181,Jaipur,India,26.9124,75.7873,True,17.9,True
GEO000084,ACC000024,2025-06-28 14:20:21,50.100.106.230,Mumbai,India,19.076,72.8777,False,0.1,True
GEO000085,ACC000024,2025-07-06 08:16:57,59.198.48.66,Mumbai,India,19.076,72.8777,False,13.7,True
GEO000086,ACC000024,2025-07-14 10:46:36,19.55.90.245,Mumbai,India,19.076,72.8777,False,1.1,True
GEO000087,ACC000024,2025-07-18 13:37:53,147.42.115.193,Mumbai,India,19.076,72.8777,False,20.5,True
GEO000088,ACC000025,2025-02-24 03:30:06,67.151.117.24,Hyderabad,India,17.385,78.4867,False,3.0,True
GEO000089,ACC000025,2025-03-13 08:06:08,155.144.95.81,Hyderabad,India,17.385,78.4867,False,11.4,True
GEO000090,ACC000025,2025-03-29 04:25:48,90.95.14.72,Hyderabad,India,17.385,78.4867,False,2.7,True
GEO000091,ACC000025,2025-04-07 01:25:42,200.184.96.213,Hyderabad,India,17.385,78.4867,False,19.3,True
GEO000092,ACC000025,2025-04-16 14:51:31,88.123.155.22,Hyderabad,India,17.385,78.4867,False,24.1,True
GEO000093,ACC000026,2025-08-06 11:37:30,201.253.156.123,Bengaluru,India,12.9716,77.5946,True,21.0,True
GEO000094,ACC000026,2025-08-16 15:50:31,222.193.189.119,Bengaluru,India,12.9716,77.5946,False,17.3,True
GEO000095,ACC000027,2025-02-28 05:15:41,216.43.162.233,Mumbai,India,19.076,72.8777,False,12.6,True
GEO000096,ACC000027,2025-03-08 12:40:04,222.227.90.202,Mumbai,India,19.076,72.8777,False,6.8,True
GEO000097,ACC000027,2025-03-27 20:03:59,181.14.34.230,Mumbai,India,19.076,72.8777,False,11.3,True
GEO000098,ACC000028,2025-03-08 02:40:55,117.135.111.208,Kolkata,India,22.5726,88.3639,False,21.1,True
GEO000099,ACC000028,2025-03-19 12:28:53,221.147.240.87,Kolkata,India,22.5726,88.3639,False,17.8,True
GEO000100,ACC000028,2025-04-07 07:04:30,217.170.251.16,Kolkata,India,22.5726,88.3639,False,5.0,True
GEO000101,ACC000029,2025-06-03 17:51:29,11.247.103.12,Delhi,India,28.7041,77.1025,False,12.6,True
GEO000102,ACC000029,2025-06-17 22:27:51,86.249.47.212,Delhi,India,28.7041,77.1025,False,17.8,True
GEO000103,ACC000029,2025-07-03 09:22:40,217.114.135.198,Delhi,India,28.7041,77.1025,True,14.6,True
GEO000104,ACC000029,2025-07-22 07:14:13,9.149.78.25,Delhi,India,28.7041,77.1025,True,16.9,True
GEO000105,ACC000030,2025-06-24 23:17:27,131.35.138.120,Bengaluru,India,12.9716,77.5946,False,9.5,True
GEO000106,ACC000030,2025-06-26 23:29:19,203.50.81.1,Bengaluru,India,12.9716,77.5946,False,5.0,True
GEO000107,ACC000030,2025-07-12 05:34:22,54.140.109.51,Bengaluru,India,12.9716,77.5946,False,24.6,True
GEO000108,ACC000030,2025-07-26 05:11:56,48.10.68.251,Bengaluru,India,12.9716,77.5946,False,21.0,True
GEO000109,ACC000031,2025-03-22 20:09:28,194.140.15.219,Jaipur,India,26.9124,75.7873,True,2.6,True
GEO000110,ACC000031,2025-04-09 07:58:55,209.66.243.35,Jaipur,India,26.9124,75.7873,False,18.6,True
GEO000111,ACC000031,2025-04-20 23:55:16,160.136.169.62,Jaipur,India,26.9124,75.7873,False,12.8,True
GEO000112,ACC000031,2025-05-07 03:16:38,212.52.134.137,Jaipur,India,26.9124,75.7873,False,17.3,True
GEO000113,ACC000032,2025-06-07 02:33:43,6.157.30.234,Kolkata,India,22.5726,88.3639,False,24.1,True
GEO000114,ACC000032,2025-06-09 03:05:44,214.108.233.54,Kolkata,India,22.5726,88.3639,False,5.1,True
GEO000115,ACC000033,2025-04-13 22:35:35,27.181.26.218,Pune,India,18.5204,73.8567,False,19.4,True
GEO000116,ACC000033,2025-05-03 06:18:33,206.46.34.209,Pune,India,18.5204,73.8567,False,11.2,True
GEO000117,ACC000033,2025-05-22 22:45:50,111.181.166.17,Pune,India,18.5204,73.8567,False,4.7,True
GEO000118,ACC000033,2025-05-27 06:00:53,186.214.193.95,Pune,India,18.5204,73.8567,False,9.4,True
GEO000119,ACC000033,2025-06-05 09:24:51,120.154.54.141,Pune,India,18.5204,73.8567,False,3.3,True
GEO000120,ACC000034,2025-01-13 01:15:48,46.112.120.152,Pune,India,18.5204,73.8567,False,1.0,True
GEO000121,ACC000034,2025-01-31 16:43:04,203.229.188.194,Pune,India,18.5204,73.8567,False,19.3,True
GEO000122,ACC000034,2025-02-13 13:53:06,220.160.90.212,Pune,India,18.5204,73.8567,False,12.3,True
GEO000123,ACC000034,2025-02-25 11:01:33,105.250.56.46,Pune,India,18.5204,73.8567,False,1.8,True
GEO000124,ACC000035,2025-08-12 05:25:24,144.199.64.167,Chennai,India,13.0827,80.2707,False,19.7,True
GEO000125,ACC000035,2025-08-16 06:05:46,219.227.28.176,Chennai,India,13.0827,80.2707,True,2.3,True
GEO000126,ACC000035,2025-08-21 10:57:45,62.44.173.82,Chennai,India,13.0827,80.2707,False,16.6,True
GEO000127,ACC000035,2025-08-28 17:55:44,52.254.14.10,Chennai,India,13.0827,80.2707,False,5.5,True
GEO000128,ACC000036,2025-08-10 04:19:53,210.5.223.188,Bengaluru,India,12.9716,77.5946,False,11.1,True
GEO000129,ACC000036,2025-08-28 08:46:54,193.154.184.171,Bengaluru,India,12.9716,77.5946,False,24.0,True
GEO000130,ACC000036,2025-09-11 08:01:31,212.121.13.166,Bengaluru,India,12.9716,77.5946,False,9.5,True
GEO000131,ACC000036,2025-09-27 11:05:43,14.111.86.178,Bengaluru,India,12.9716,77.5946,False,9.6,True
GEO000132,ACC000036,2025-10-08 17:26:37,143.6.246.179,Bengaluru,India,12.9716,77.5946,False,0.6,True
GEO000133,ACC000037,2025-07-29 04:52:54,222.132.63.232,Jaipur,India,26.9124,75.7873,False,7.4,True
GEO000134,ACC000037,2025-08-11 13:58:42,189.105.124.130,Jaipur,India,26.9124,75.7873,False,12.8,True
GEO000135,ACC000037,2025-08-30 14:21:47,203.83.199.104,Jaipur,India,26.9124,75.7873,False,24.3,True
GEO000136,ACC000037,2025-09-15 06:59:47,191.168.187.29,Jaipur,India,26.9124,75.7873,False,15.7,True
GEO000137,ACC000038,2025-04-10 15:59:57,216.243.161.155,Kolkata,India,22.5726,88.3639,False,13.4,True
GEO000138,ACC000038,2025-04-25 00:27:00,45.231.191.27,Kolkata,India,22.5726,88.3639,True,16.2,True
GEO000139,ACC000038,2025-05-13 20:58:35,143.28.120.47,Kolkata,India,22.5726,88.3639,False,0.6,True
GEO000140,ACC000039,2025-01-18 02:31:36,151.130.106.123,Mumbai,India,19.076,72.8777,False,19.9,True
GEO000141,ACC000039,2025-01-29 17:00:47,197.111.72.50,Mumbai,India,19.076,72.8777,False,22.8,True
GEO000142,ACC000039,2025-02-07 10:53:37,115.9.116.178,Mumbai,India,19.076,72.8777,True,15.8,True
GEO000143,ACC000039,2025-02-16 16:21:11,15.163.66.220,Mumbai,India,19.076,72.8777,False,9.7,True
GEO000144,ACC000040,2025-08-09 21:30:22,33.93.235.170,Bengaluru,India,12.9716,77.5946,False,18.9,True
GEO000145,ACC000040,2025-08-22 00:32:36,23.203.80.252,Bengaluru,India,12.9716,77.5946,False,8.9,True
GEO000146,ACC000041,2025-05-06 02:04:00,22.145.11.72,Hyderabad,India,17.385,78.4867,False,19.1,True
GEO000147,ACC000041,2025-05-15 09:38:49,22.161.8.126,Hyderabad,India,17.385,78.4867,True,20.6,True
GEO000148,ACC000042,2025-07-15 05:08:47,215.116.185.165,Delhi,India,28.7041,77.1025,False,18.7,True
GEO000149,ACC000042,2025-07-31 08:28:26,160.11.157.74,Delhi,India,28.7041,77.1025,False,24.0,True
GEO000150,ACC000043,2025-05-15 22:39:30,162.80.164.87,Pune,India,18.5204,73.8567,False,13.8,True
GEO000151,ACC000043,2025-05-27 11:46:12,43.42.245.249,Pune,India,18.5204,73.8567,False,1.0,True
GEO000152,ACC000043,2025-06-08 08:55:47,33.166.97.204,Pune,India,18.5204,73.8567,True,13.4,True
GEO000153,ACC000044,2025-05-14 13:09:01,79.58.69.121,Chennai,India,13.0827,80.2707,False,5.3,True
GEO000154,ACC000044,2025-06-01 18:07:00,213.147.108.197,Chennai,India,13.0827,80.2707,False,4.0,True
GEO000155,ACC000045,2025-09-02 06:23:48,154.241.4.143,Hyderabad,India,17.385,78.4867,False,16.8,True
GEO000156,ACC000045,2025-09-14 01:04:56,210.8.170.220,Hyderabad,India,17.385,78.4867,False,21.3,True
GEO000157,ACC000045,2025-10-02 18:14:34,151.43.165.132,Hyderabad,India,17.385,78.4867,True,16.1,True
GEO000158,ACC000046,2025-04-29 15:23:33,207.157.181.4,Mumbai,India,19.076,72.8777,False,18.1,True
GEO000159,ACC000046,2025-05-09 21:33:05,209.99.63.17,Mumbai,India,19.076,72.8777,False,8.9,True
GEO000160,ACC000047,2025-02-21 14:59:12,195.52.222.148,Hyderabad,India,17.385,78.4867,False,7.9,True
GEO000161,ACC000047,2025-03-03 04:28:52,176.255.47.160,Hyderabad,India,17.385,78.4867,False,17.3,True
GEO000162,ACC000047,2025-03-07 01:58:24,11.205.160.198,Hyderabad,India,17.385,78.4867,False,20.2,True
GEO000163,ACC000048,2025-03-14 10:39:36,191.176.72.76,Bengaluru,India,12.9716,77.5946,False,17.8,True
GEO000164,ACC000048,2025-03-27 14:52:56,196.75.65.38,Bengaluru,India,12.9716,77.5946,False,21.0,True
GEO000165,ACC000048,2025-03-31 04:07:33,97.47.201.165,Bengaluru,India,12.9716,77.5946,False,21.9,True
GEO000166,ACC000048,2025-04-09 23:11:05,84.207.214.156,Bengaluru,India,12.9716,77.5946,False,19.4,True
GEO000167,ACC000048,2025-04-20 05:14:37,172.101.191.53,Bengaluru,India,12.9716,77.5946,False,4.4,True
GEO000168,ACC000049,2025-05-07 21:57:41,189.196.49.97,Delhi,India,28.7041,77.1025,False,6.6,True
GEO000169,ACC000049,2025-05-25 18:07:50,19.169.71.176,Delhi,India,28.7041,77.1025,False,18.2,True
GEO000170,ACC000050,2025-08-02 09:48:33,200.220.47.1,Bengaluru,India,12.9716,77.5946,True,19.2,True
GEO000171,ACC000050,2025-08-07 10:49:41,142.159.163.133,Bengaluru,India,12.9716,77.5946,False,13.8,True
GEO000172,ACC000051,2025-03-08 04:20:20,157.6.32.66,Pune,India,18.5204,73.8567,False,3.3,True
GEO000173,ACC000051,2025-03-18 16:51:04,134.21.226.235,Pune,India,18.5204,73.8567,False,9.9,True
GEO000174,ACC000051,2025-03-29 05:50:21,144.80.29.75,Pune,India,18.5204,73.8567,False,21.2,True
GEO000175,ACC000051,2025-04-14 13:37:18,175.229.166.123,Pune,India,18.5204,73.8567,False,18.9,True
GEO000176,ACC000051,2025-04-18 05:37:50,69.118.156.23,Pune,India,18.5204,73.8567,False,4.5,True
GEO000177,ACC000052,2025-07-09 13:00:35,117.246.92.140,Pune,India,18.5204,73.8567,True,5.8,True
GEO000178,ACC000052,2025-07-15 13:33:23,53.24.235.113,Pune,India,18.5204,73.8567,False,1.1,True
GEO000179,ACC000052,2025-07-20 11:50:44,219.80.172.234,Pune,India,18.5204,73.8567,False,9.7,True
GEO000180,ACC000053,2025-02-07 15:58:38,199.216.139.45,Bengaluru,India,12.9716,77.5946,False,2.6,True
GEO000181,ACC000053,2025-02-27 01:35:11,217.52.66.149,Bengaluru,India,12.9716,77.5946,False,20.9,True
GEO000182,ACC000053,2025-03-05 01:39:31,211.80.178.33,Bengaluru,India,12.9716,77.5946,False,9.4,True
GEO000183,ACC000053,2025-03-13 06:15:47,205.60.227.44,Bengaluru,India,12.9716,77.5946,False,12.9,True
GEO000184,ACC000053,2025-03-21 09:52:08,211.118.134.102,Bengaluru,India,12.9716,77.5946,False,12.9,True
GEO000185,ACC000054,2025-05-31 01:23:09,165.225.135.178,Ahmedabad,India,23.0225,72.5714,False,12.5,True
GEO000186,ACC000054,2025-06-03 16:45:19,23.60.177.254,Ahmedabad,India,23.0225,72.5714,False,5.7,True
GEO000187,ACC000054,2025-06-14 11:23:10,160.107.137.35,Ahmedabad,India,23.0225,72.5714,False,5.3,True
GEO000188,ACC000054,2025-06-19 00:36:55,197.17.221.209,Ahmedabad,India,23.0225,72.5714,False,15.1,True
GEO000189,ACC000055,2025-04-16 20:52:40,83.198.103.176,Kolkata,India,22.5726,88.3639,False,12.0,True
GEO000190,ACC000055,2025-04-26 23:13:03,139.156.38.14,Kolkata,India,22.5726,88.3639,False,14.8,True
GEO000191,ACC000056,2025-01-11 12:53:09,57.166.115.102,Chennai,India,13.0827,80.2707,False,3.4,True
GEO000192,ACC000056,2025-01-22 06:39:04,65.246.73.51,Chennai,India,13.0827,80.2707,False,1.4,True
GEO000193,ACC000056,2025-01-28 04:25:03,45.196.188.180,Chennai,India,13.0827,80.2707,False,12.9,True
GEO000194,ACC000056,2025-02-05 21:18:20,149.209.61.101,Chennai,India,13.0827,80.2707,False,22.0,True
GEO000195,ACC000056,2025-02-20 17:15:42,101.166.21.131,Chennai,India,13.0827,80.2707,False,23.7,True
GEO000196,ACC000057,2025-07-14 07:35:03,204.107.190.45,Lucknow,India,26.8467,80.9462,True,4.3,True
GEO000197,ACC000057,2025-07-31 02:13:48,67.47.79.0,Lucknow,India,26.8467,80.9462,False,19.9,True
GEO000198,ACC000057,2025-08-16 16:21:24,222.45.251.65,Lucknow,India,26.8467,80.9462,False,15.6,True
GEO000199,ACC000058,2025-03-25 15:52:18,222.37.57.216,Pune,India,18.5204,73.8567,False,5.7,True
GEO000200,ACC000058,2025-04-02 23:38:33,135.72.201.57,Pune,India,18.5204,73.8567,False,0.4,True
GEO000201,ACC000058,2025-04-13 21:59:56,146.32.181.207,Pune,India,18.5204,73.8567,True,20.7,True
GEO000202,ACC000058,2025-04-26 10:06:43,201.242.79.219,Pune,India,18.5204,73.8567,False,11.9,True
GEO000203,ACC000059,2025-08-10 16:22:22,200.46.129.227,Jaipur,India,26.9124,75.7873,False,12.1,True
GEO000204,ACC000059,2025-08-14 03:48:10,112.224.99.12,Jaipur,India,26.9124,75.7873,False,22.4,True
GEO000205,ACC000060,2025-07-30 18:41:48,77.132.219.133,Kolkata,India,22.5726,88.3639,False,17.4,True
GEO000206,ACC000060,2025-08-08 22:18:03,25.67.38.160,Kolkata,India,22.5726,88.3639,True,19.7,True
GEO000207,ACC000060,2025-08-17 04:08:41,159.213.41.68,Kolkata,India,22.5726,88.3639,False,10.6,True
GEO000208,ACC000060,2025-08-23 00:12:17,212.34.74.15,Kolkata,India,22.5726,88.3639,False,22.8,True
GEO000209,ACC000060,2025-08-25 14:25:32,183.93.17.36,Kolkata,India,22.5726,88.3639,True,6.4,True
GEO000210,ACC000061,2025-01-14 16:35:10,206.213.85.153,Lucknow,India,26.8467,80.9462,False,9.4,True
GEO000211,ACC000061,2025-01-19 14:15:26,112.173.69.35,Lucknow,India,26.8467,80.9462,False,10.2,True
GEO000212,ACC000062,2025-03-15 11:45:34,132.251.179.113,Kolkata,India,22.5726,88.3639,False,6.5,True
GEO000213,ACC000062,2025-03-26 16:13:23,188.241.8.65,Kolkata,India,22.5726,88.3639,False,15.3,True
GEO000214,ACC000063,2025-04-01 14:19:20,201.40.118.172,Kolkata,India,22.5726,88.3639,True,4.5,True
GEO000215,ACC000063,2025-04-13 05:16:08,117.50.64.31,Kolkata,India,22.5726,88.3639,True,6.3,True
GEO000216,ACC000063,2025-04-20 01:06:10,30.185.29.33,Kolkata,India,22.5726,88.3639,False,19.4,True
GEO000217,ACC000063,2025-04-28 14:39:00,196.90.62.184,Kolkata,India,22.5726,88.3639,False,21.4,True
GEO000218,ACC000063,2025-05-12 03:16:59,163.228.159.208,Kolkata,India,22.5726,88.3639,False,11.2,True
GEO000219,ACC000064,2025-02-19 14:28:08,178.132.70.231,Chennai,India,13.0827,80.2707,False,20.0,True
GEO000220,ACC000064,2025-03-04 06:27:52,165.110.165.123,Chennai,India,13.0827,80.2707,False,4.0,True
GEO000221,ACC000064,2025-03-23 14:18:31,97.88.85.246,Chennai,India,13.0827,80.2707,False,20.1,True
GEO000222,ACC000065,2025-07-12 10:48:08,39.76.54.100,Lucknow,India,26.8467,80.9462,False,6.6,True
GEO000223,ACC000065,2025-07-20 11:54:11,206.203.133.66,Lucknow,India,26.8467,80.9462,False,18.1,True
GEO000224,ACC000065,2025-08-08 04:17:44,180.185.224.8,Lucknow,India,26.8467,80.9462,True,15.3,True
GEO000225,ACC000066,2025-09-09 00:05:39,80.97.200.138,Bengaluru,India,12.9716,77.5946,False,16.0,True
GEO000226,ACC000066,2025-09-18 08:15:55,73.200.158.91,Bengaluru,India,12.9716,77.5946,False,21.3,True
GEO000227,ACC000066,2025-10-07 00:41:28,223.207.206.131,Bengaluru,India,12.9716,77.5946,False,4.9,True
GEO000228,ACC000066,2025-10-22 22:10:36,167.46.183.71,Bengaluru,India,12.9716,77.5946,False,15.4,True
GEO000229,ACC000067,2025-06-03 03:42:30,197.74.247.25,Chennai,India,13.0827,80.2707,False,2.2,True
GEO000230,ACC000067,2025-03-17 18:01:41,222.18.137.123,London,UK,51.5072,-0.1276,True,6852.8,False
GEO000231,ACC000068,2025-08-27 10:45:13,122.108.45.30,Chennai,India,13.0827,80.2707,False,23.0,True
GEO000232,ACC000068,2025-09-07 21:22:04,187.67.28.84,Chennai,India,13.0827,80.2707,False,8.7,True
GEO000233,ACC000068,2025-09-24 09:14:33,222.198.152.45,Chennai,India,13.0827,80.2707,False,15.2,True
GEO000234,ACC000068,2025-09-29 01:56:46,151.153.101.149,Chennai,India,13.0827,80.2707,True,14.4,True
GEO000235,ACC000068,2025-10-05 01:00:40,133.199.106.254,Chennai,India,13.0827,80.2707,True,12.7,True
GEO000236,ACC000069,2025-07-22 20:54:03,207.19.107.140,Hyderabad,India,17.385,78.4867,False,20.1,True
